2017-11-06 15:44:33,872 DEBUG [1] [DS.AFP.Common.Core.LoggerFacade] [Debug] [WpfAddinApp 服务已经创建并开始Run，该服务路径：D:\WorkSpace\DS.AFP-N\Trunk\DS.AFP-N\Bin\BizApp\DS_AFP-N\DS.AFP.WindowsService.App.exe]
2017-11-06 15:44:38,185 INFO  [7] [DS.AFP.Common.Core.LoggerFacade] [Info] [服务“WpfAddinApp”启动开始]
2017-11-06 15:44:39,373 INFO  [7] [DS.AFP.Common.Core.LoggerFacade] [Info] [----------------------------------------------------------------------------]
2017-11-06 15:44:42,248 INFO  [7] [DS.AFP.Common.Core.LoggerFacade] [Info] [Platform began to load and initialize each plug-in]
2017-11-06 15:44:42,733 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Log creation success.]
2017-11-06 15:44:42,733 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Create the module directory to start.]
2017-11-06 15:44:42,795 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Create module directory end.]
2017-11-06 15:44:42,811 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configuration module directory.]
2017-11-06 15:44:42,811 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configuration module directory end.]
2017-11-06 15:44:42,811 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Pre initialization module.]
2017-11-06 15:44:47,593 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [End of pre initialization module.]
2017-11-06 15:44:47,593 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Create the Spring container to start.]
2017-11-06 15:44:47,968 DEBUG [7] [Spring.Context.Support.ContextHandler] [Create] [creating context 'spring.root']
2017-11-06 15:44:49,280 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Refreshing object factory ]
2017-11-06 15:44:49,796 DEBUG [7] [Spring.Objects.Factory.Xml.XmlObjectDefinitionReader] [LoadObjectDefinitions] [Loading XML object definitions from config [D:\WorkSpace\DS.AFP-N\Trunk\DS.AFP-N\Bin\BizApp\DS_AFP-N\DS.AFP.WindowsService.App.exe.Config#spring/objects]]
2017-11-06 15:44:51,781 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [Spring.Data.Config.DatabaseNamespaceParser] using constructor [Void .ctor()]]
2017-11-06 15:44:51,843 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [Spring.Transaction.Config.TxNamespaceParser] using constructor [Void .ctor()]]
2017-11-06 15:44:52,093 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [Spring.Aop.Config.AopNamespaceParser] using constructor [Void .ctor()]]
2017-11-06 15:44:52,500 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [DS.AFP.Communication.WCF.Config.WcfNamespaceParser] using constructor [Void .ctor()]]
2017-11-06 15:44:52,765 DEBUG [7] [Spring.Objects.Factory.Xml.XmlObjectDefinitionReader] [CreateValidatingReader] [Using the following XmlReader implementation : System.Xml.XsdValidatingReader]
2017-11-06 15:44:52,859 DEBUG [7] [Spring.Objects.Factory.Xml.DefaultObjectDefinitionDocumentReader] [RegisterObjectDefinitions] [Loading object definitions.]
2017-11-06 15:44:52,874 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Loading object definitions...]
2017-11-06 15:44:52,874 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default lazy init ''.]
2017-11-06 15:44:52,874 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default dependency check ''.]
