2018-05-16 20:24:13,805 DEBUG [1] [DS.AFP.Common.Core.LoggerFacade] [Debug] [WpfAddinApp 服务已经创建并开始Run，该服务路径：D:\WorkSpace\DS.AFP-N\Trunk\DS.AFP-N\Bin\BizApp\DS_AFP-N\DS.AFP.WindowsService.App.exe]
2018-05-16 20:24:15,838 INFO  [7] [DS.AFP.Common.Core.LoggerFacade] [Info] [服务“WpfAddinApp”启动开始]
2018-05-16 20:24:16,436 INFO  [7] [DS.AFP.Common.Core.LoggerFacade] [Info] [----------------------------------------------------------------------------]
2018-05-16 20:24:19,304 INFO  [7] [DS.AFP.Common.Core.LoggerFacade] [Info] [Platform began to load and initialize each plug-in]
2018-05-16 20:24:19,854 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Log creation success.]
2018-05-16 20:24:19,855 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Create the module directory to start.]
2018-05-16 20:24:19,940 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Create module directory end.]
2018-05-16 20:24:19,941 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configuration module directory.]
2018-05-16 20:24:19,941 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configuration module directory end.]
2018-05-16 20:24:19,942 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Pre initialization module.]
2018-05-16 20:24:24,365 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [End of pre initialization module.]
2018-05-16 20:24:24,366 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Create the Spring container to start.]
2018-05-16 20:24:25,628 DEBUG [7] [Spring.Context.Support.ContextHandler] [Create] [creating context 'spring.root']
2018-05-16 20:24:27,244 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Refreshing object factory ]
2018-05-16 20:24:29,184 DEBUG [7] [Spring.Objects.Factory.Xml.XmlObjectDefinitionReader] [LoadObjectDefinitions] [Loading XML object definitions from config [D:\WorkSpace\DS.AFP-N\Trunk\DS.AFP-N\Bin\BizApp\DS_AFP-N\DS.AFP.WindowsService.App.exe.Config#spring/objects]]
2018-05-16 20:24:32,470 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [Spring.Data.Config.DatabaseNamespaceParser] using constructor [Void .ctor()]]
2018-05-16 20:24:32,717 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [Spring.Transaction.Config.TxNamespaceParser] using constructor [Void .ctor()]]
2018-05-16 20:24:33,038 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [Spring.Aop.Config.AopNamespaceParser] using constructor [Void .ctor()]]
2018-05-16 20:24:35,206 TRACE [7] [Spring.Util.ObjectUtils] [InstantiateType] [instantiating type [DS.AFP.Communication.WCF.Config.WcfNamespaceParser] using constructor [Void .ctor()]]
2018-05-16 20:24:35,917 DEBUG [7] [Spring.Objects.Factory.Xml.XmlObjectDefinitionReader] [CreateValidatingReader] [Using the following XmlReader implementation : System.Xml.XsdValidatingReader]
2018-05-16 20:24:35,941 DEBUG [7] [Spring.Objects.Factory.Xml.DefaultObjectDefinitionDocumentReader] [RegisterObjectDefinitions] [Loading object definitions.]
2018-05-16 20:24:35,946 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Loading object definitions...]
2018-05-16 20:24:35,947 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default lazy init ''.]
2018-05-16 20:24:35,948 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default dependency check ''.]
2018-05-16 20:24:35,948 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default autowire ''.]
2018-05-16 20:24:35,949 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default merge ''.]
2018-05-16 20:24:35,950 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default init method ''.]
2018-05-16 20:24:35,950 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default destroy method ''.]
2018-05-16 20:24:35,951 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default autowire candidates ''.]
2018-05-16 20:24:35,952 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default init method ''.]
2018-05-16 20:24:35,952 DEBUG [7] [Spring.Objects.Factory.Xml.ObjectDefinitionParserHelper] [InitDefaults] [Default destroy method ''.]
2018-05-16 20:24:35,954 DEBUG [7] [Spring.Objects.Factory.Xml.DefaultObjectDefinitionDocumentReader] [RegisterObjectDefinitions] [Found 0 <object> elements defining objects.]
2018-05-16 20:24:35,954 DEBUG [7] [Spring.Objects.Factory.Support.AbstractObjectDefinitionReader] [LoadObjectDefinitions] [Loaded 0 object definitions from location [config://spring/objects]]
2018-05-16 20:24:35,956 DEBUG [7] [Spring.Context.Support.AbstractXmlApplicationContext] [RefreshObjectFactory] [Refreshed ObjectFactory for application context 'spring.root'.]
2018-05-16 20:24:35,956 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Registering well-known processors and objects]
2018-05-16 20:24:35,960 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Custom post processing object factory]
2018-05-16 20:24:35,960 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Post processing object factory using pre-registered processors]
2018-05-16 20:24:35,960 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [No objects defined in application context [spring.root].]
2018-05-16 20:24:35,961 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Post processing object factory using defined processors]
2018-05-16 20:24:36,611 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [InvokeObjectFactoryPostProcessors] [processed 0 IFactoryObjectPostProcessors defined in application context [spring.root].]
2018-05-16 20:24:36,615 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [RegisterObjectPostProcessors] [processed 0 IObjectPostProcessors defined in application context [spring.root].]
2018-05-16 20:24:36,841 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [InitEventRegistry] [No IEventRegistry found with name 'eventRegistry' : using default 'Spring.Objects.Events.Support.EventRegistry'.]
2018-05-16 20:24:36,913 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [InitMessageSource] [No IMessageSource found with name 'messageSource' : using default 'StaticMessageSource : '.]
2018-05-16 20:24:36,919 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Preinstantiating singletons]
2018-05-16 20:24:36,920 DEBUG [7] [Spring.Objects.Factory.Support.DefaultListableObjectFactory] [PreInstantiateSingletons] [Pre-instantiating singletons in factory [Spring.Objects.Factory.Support.DefaultListableObjectFactory]]
2018-05-16 20:24:36,922 DEBUG [7] [Spring.Context.Support.AbstractApplicationContext] [PublishEvent] [Publishing event in context [spring.root] : ContextRefreshedEventArgs [Refreshed]]
2018-05-16 20:24:36,924 INFO  [7] [Spring.Context.Support.AbstractApplicationContext] [Refresh] [ApplicationContext Refresh: Completed]
2018-05-16 20:24:36,925 DEBUG [7] [Spring.Context.Support.ContextRegistry] [RegisterContext] [Registering context 'Spring.Context.Support.XmlApplicationContext' under name 'spring.root'.]
2018-05-16 20:24:36,927 DEBUG [7] [Spring.Context.Support.ContextHandler] [Create] [context 'Spring.Context.Support.XmlApplicationContext' created for name 'spring.root']
2018-05-16 20:24:36,927 DEBUG [7] [Spring.Context.Support.ContextRegistry] [GetContext] [Returning context 'Spring.Context.Support.XmlApplicationContext' registered under name 'spring.root'.]
2018-05-16 20:24:36,928 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Create Spring container end.]
2018-05-16 20:24:37,053 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configure Spring container to start.]
2018-05-16 20:24:37,499 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configure the container to start running.]
2018-05-16 20:24:37,502 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configuration container end run.]
2018-05-16 20:24:37,502 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Configure Spring container end.]
2018-05-16 20:24:37,502 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [The allocation of the singleton service loader to start.]
2018-05-16 20:24:37,503 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [The allocation of the singleton service end loader.]
2018-05-16 20:24:37,503 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Register frame exception type start.]
2018-05-16 20:24:37,504 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [The end of the abnormal type of registration framework.]
2018-05-16 20:24:37,504 DEBUG [7] [DS.AFP.Common.Core.LoggerFacade] [Debug] [Initialization module.]
